event_type,level,trigger,description,file,line
ErrorEvents.MEMORY_RETRIEVAL_FAILED,WARNING,src/muxi/formation/memory/buffer_manager.py:176,Buffer memory retrieval failed,src/muxi/formation/memory/buffer_manager.py,176
ErrorEvents.MEMORY_RETRIEVAL_FAILED,WARNING,src/muxi/formation/memory/persistent_manager.py:297,Long-term memory retrieval failed,src/muxi/formation/memory/persistent_manager.py,297
ErrorEvents.MEMORY_RETRIEVAL_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:5270,Failed to get pending clarification from buffer memory: {e},src/muxi/formation/overlord/overlord.py,5270
ErrorEvents.METADATA_PERSISTENCE_FAILED,ERROR,src/muxi/formation/documents/storage/metadata_store.py:477,Failed to persist metadata to storage,src/muxi/formation/documents/storage/metadata_store.py,477
ErrorEvents.NETWORK_ERROR,ERROR,src/muxi/services/a2a/discovery.py:239,Failed to fetch agent card during registration,src/muxi/services/a2a/discovery.py,239
ErrorEvents.NETWORK_ERROR,ERROR,src/muxi/services/a2a/discovery.py:283,Failed to register A2A agent,src/muxi/services/a2a/discovery.py,283
ErrorEvents.NETWORK_ERROR,ERROR,src/muxi/services/a2a/discovery.py:336,Failed to unregister A2A agent,src/muxi/services/a2a/discovery.py,336
ErrorEvents.NETWORK_ERROR,ERROR,src/muxi/services/a2a/discovery.py:418,Failed to discover A2A agents,src/muxi/services/a2a/discovery.py,418
ErrorEvents.NETWORK_ERROR,ERROR,src/muxi/services/a2a/discovery.py:483,A2A agent info query failed,src/muxi/services/a2a/discovery.py,483
ErrorEvents.NETWORK_ERROR,ERROR,src/muxi/utils/run_formation.py:136,MCP connection error while loading formation: {e},src/muxi/utils/run_formation.py,136
ErrorEvents.PARAMETER_VALIDATION_FAILED,ERROR,src/muxi/formation/agents/agent.py:4306,Error validating parameters for {tool_name}: {e},src/muxi/formation/agents/agent.py,4306
ErrorEvents.PERSONA_FILE_MISSING,WARNING,src/muxi/formation/overlord/overlord.py:1921,"Persona file not found, using fallback persona",src/muxi/formation/overlord/overlord.py,1921
ErrorEvents.PLANNING_TEMPLATE_MISSING,ERROR,src/muxi/formation/agents/agent.py:3416,Planning template file not found: agent_planning.md,src/muxi/formation/agents/agent.py,3416
ErrorEvents.PROCESSING_ERROR,WARNING,src/muxi/formation/overlord/chat_orchestrator.py:618,Failed to extract content for storage: {str(e)},src/muxi/formation/overlord/chat_orchestrator.py,618
ErrorEvents.REFERENCE_PERSISTENCE_FAILED,ERROR,src/muxi/formation/documents/storage/reference_system.py:518,Failed to persist references to storage,src/muxi/formation/documents/storage/reference_system.py,518
ErrorEvents.RESOURCE_EXHAUSTED,ERROR,src/muxi/formation/workflow/sops.py:820,NO DESCRIPTION,src/muxi/formation/workflow/sops.py,820
ErrorEvents.RESOURCE_EXHAUSTED,WARNING,src/muxi/formation/agents/knowledge/base.py:330,Limiting knowledge files to {self.max_files} (found {len(unique_files)}),src/muxi/formation/agents/knowledge/base.py,330
ErrorEvents.RESOURCE_EXHAUSTED,WARNING,src/muxi/formation/agents/knowledge/base.py:410,Skipping large file ({file_size} bytes > {self.max_file_size}),src/muxi/formation/agents/knowledge/base.py,410
ErrorEvents.RESOURCE_EXHAUSTED,WARNING,src/muxi/services/llm/llm.py:265,File size {file_size} exceeds limit {FILE_SIZE_LIMITS['default']},src/muxi/services/llm/llm.py,265
ErrorEvents.RESOURCE_NOT_FOUND,ERROR,src/muxi/formation/overlord/overlord.py:9432,Failed to get async request status: {request_id},src/muxi/formation/overlord/overlord.py,9432
ErrorEvents.RESOURCE_NOT_FOUND,ERROR,src/muxi/utils/document.py:37,Document loading failed - file not found,src/muxi/utils/document.py,37
ErrorEvents.RESOURCE_NOT_FOUND,ERROR,src/muxi/utils/run_formation.py:94,Formation configuration not found: {e},src/muxi/utils/run_formation.py,94
ErrorEvents.RESOURCE_NOT_FOUND,WARNING,src/muxi/formation/agents/knowledge/handler.py:1125,Optional knowledge source path not found - skipping,src/muxi/formation/agents/knowledge/handler.py,1125
ErrorEvents.RESOURCE_NOT_FOUND,WARNING,src/muxi/formation/artifacts/processor.py:184,File does not exist: {file_path},src/muxi/formation/artifacts/processor.py,184
ErrorEvents.RESOURCE_NOT_FOUND,WARNING,src/muxi/services/scheduler/manager.py:575,One-time job not found or already completed: {job_id},src/muxi/services/scheduler/manager.py,575
ErrorEvents.RETRY_ATTEMPTED,WARNING,src/muxi/services/llm/llm.py:1219,"Primary model {self.model_name} failed, attempting fallback to {self.fallback_model}",src/muxi/services/llm/llm.py,1219
ErrorEvents.RETRY_ATTEMPTED,WARNING,src/muxi/services/mcp/reconnection.py:386,Retry attempt {attempt} for '{operation_name}' after error,src/muxi/services/mcp/reconnection.py,386
ErrorEvents.RETRY_ATTEMPTED,WARNING,src/muxi/utils/retry_manager.py:287,🔄 {operation_name} attempt {attempt} failed: {error}. Retrying in {delay:.1f}s...,src/muxi/utils/retry_manager.py,287
ErrorEvents.RETRY_ATTEMPTED,WARNING,src/muxi/utils/retry_manager.py:339,🔄 {operation_name} attempt {attempt} failed: {error}. Retrying in {delay:.1f}s...,src/muxi/utils/retry_manager.py,339
ErrorEvents.RETRY_FAILED,ERROR,src/muxi/services/mcp/reconnection.py:432,Operation '{operation_name}' failed after all retries in {elapsed_time:.2f}s,src/muxi/services/mcp/reconnection.py,432
ErrorEvents.RETRY_FAILED,WARNING,src/muxi/services/mcp/reconnection.py:295,Operation failed after {config.max_retries + 1} retry attempts,src/muxi/services/mcp/reconnection.py,295
ErrorEvents.SCHEDULED_JOB_FAILED,ERROR,src/muxi/services/scheduler/service.py:746,Scheduled job failed: {job['title']} - {e},src/muxi/services/scheduler/service.py,746
ErrorEvents.SCHEDULED_JOB_FAILED,ERROR,src/muxi/services/scheduler/service.py:937,Job failed via webhook: {job['title']},src/muxi/services/scheduler/service.py,937
ErrorEvents.SECRET_INTERPOLATION_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:2360,"Failed to interpolate API key from secrets, using original value",src/muxi/formation/overlord/overlord.py,2360
ErrorEvents.SECRET_INTERPOLATION_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:2838,"Failed to interpolate API key for agent model, using original value",src/muxi/formation/overlord/overlord.py,2838
ErrorEvents.SERIALIZATION_ERROR,ERROR,src/muxi/formation/workflow/sops.py:142,Failed to parse YAML front matter in {md_file.name},src/muxi/formation/workflow/sops.py,142
ErrorEvents.SERIALIZATION_ERROR,ERROR,src/muxi/formation/workflow/sops.py:158,Unexpected error parsing {md_file.name},src/muxi/formation/workflow/sops.py,158
ErrorEvents.SERIALIZATION_ERROR,ERROR,src/muxi/services/scheduler/parser.py:561,Failed to parse specific datetime from LLM response: {e},src/muxi/services/scheduler/parser.py,561
ErrorEvents.SERIALIZATION_ERROR,ERROR,src/muxi/services/scheduler/parser.py:1075,Failed to parse exclusion rule JSON from LLM response: {e},src/muxi/services/scheduler/parser.py,1075
ErrorEvents.SERIALIZATION_ERROR,WARNING,src/muxi/formation/overlord/overlord.py:9723,"Failed to serialize properties to JSON, using string representation",src/muxi/formation/overlord/overlord.py,9723
ErrorEvents.SERIALIZATION_ERROR,WARNING,src/muxi/services/a2a/registry_client.py:1094,Failed to parse agent card JSON from registry,src/muxi/services/a2a/registry_client.py,1094
ErrorEvents.SERIALIZATION_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:442,No JSON found in LLM response,src/muxi/services/multimodal/fusion_engine.py,442
ErrorEvents.SERIALIZATION_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:455,JSON in LLM response was not a dictionary,src/muxi/services/multimodal/fusion_engine.py,455
ErrorEvents.SERIALIZATION_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:463,JSON decode error in LLM response,src/muxi/services/multimodal/fusion_engine.py,463
ErrorEvents.SERIALIZATION_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:471,Unexpected error parsing JSON in LLM response,src/muxi/services/multimodal/fusion_engine.py,471
ErrorEvents.SERIALIZATION_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:1224,No JSON found in LLM response,src/muxi/services/multimodal/fusion_engine.py,1224
ErrorEvents.SERIALIZATION_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:1237,JSON in LLM response was not a dictionary,src/muxi/services/multimodal/fusion_engine.py,1237
ErrorEvents.SERIALIZATION_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:1245,JSON decode error in LLM response,src/muxi/services/multimodal/fusion_engine.py,1245
ErrorEvents.SERIALIZATION_ERROR,WARNING,src/muxi/services/multimodal/fusion_engine.py:1253,Unexpected error parsing JSON in LLM response,src/muxi/services/multimodal/fusion_engine.py,1253
ErrorEvents.SERVICE_UNAVAILABLE,ERROR,src/muxi/formation/overlord/overlord.py:1669,NO DESCRIPTION,src/muxi/formation/overlord/overlord.py,1669
ErrorEvents.SERVICE_UNAVAILABLE,ERROR,src/muxi/formation/overlord/overlord.py:2551,Failed to initialize overlord routing model,src/muxi/formation/overlord/overlord.py,2551
ErrorEvents.SERVICE_UNAVAILABLE,ERROR,src/muxi/formation/overlord/overlord.py:6606,Scheduler service failed to create scheduled job: {str(e)},src/muxi/formation/overlord/overlord.py,6606
ErrorEvents.SERVICE_UNAVAILABLE,ERROR,src/muxi/services/a2a/registry_client.py:597,Failed to perform health check on all registries (SDK): {str(e)},src/muxi/services/a2a/registry_client.py,597
ErrorEvents.SERVICE_UNAVAILABLE,ERROR,src/muxi/services/a2a/registry_client.py:833,Failed to register agent {agent_card.name} with all registries (SDK): {str(e)},src/muxi/services/a2a/registry_client.py,833
ErrorEvents.SERVICE_UNAVAILABLE,ERROR,src/muxi/services/a2a/registry_client.py:990,Failed to deregister agent {agent_url} (SDK): {str(e)},src/muxi/services/a2a/registry_client.py,990
ErrorEvents.SERVICE_UNAVAILABLE,ERROR,src/muxi/services/a2a/registry_client.py:1205,Failed to discover agents from all registries (SDK): {str(e)},src/muxi/services/a2a/registry_client.py,1205
ErrorEvents.SERVICE_UNAVAILABLE,ERROR,src/muxi/services/llm/service.py:435,LLM service chat completion failed for {model}: {str(e)},src/muxi/services/llm/service.py,435
ErrorEvents.SERVICE_UNAVAILABLE,ERROR,src/muxi/services/llm/service.py:574,LLM service embedding generation failed for {model}: {str(e)},src/muxi/services/llm/service.py,574
ErrorEvents.SERVICE_UNAVAILABLE,ERROR,src/muxi/utils/run_formation.py:150,Service startup error: {e},src/muxi/utils/run_formation.py,150
ErrorEvents.SERVICE_UNAVAILABLE,ERROR,src/muxi/utils/run_formation.py:164,Overlord startup error: {e},src/muxi/utils/run_formation.py,164
ErrorEvents.SERVICE_UNAVAILABLE,WARNING,src/muxi/formation/agents/agent.py:488,"Intent detection failed, using fallback: {str(e)}",src/muxi/formation/agents/agent.py,488
ErrorEvents.SERVICE_UNAVAILABLE,WARNING,src/muxi/formation/agents/agent.py:980,Failed to get MCP tools for agent {self.agent_id}: {str(e)},src/muxi/formation/agents/agent.py,980
ErrorEvents.SERVICE_UNAVAILABLE,WARNING,src/muxi/formation/agents/agent.py:1582,Failed to call LLM with tools for agent {self.agent_id}: {str(e)},src/muxi/formation/agents/agent.py,1582
ErrorEvents.SERVICE_UNAVAILABLE,WARNING,src/muxi/formation/agents/agent.py:2547,"Intent detection for clarification failed, using fallback: {str(e)}",src/muxi/formation/agents/agent.py,2547
ErrorEvents.SERVICE_UNAVAILABLE,WARNING,src/muxi/formation/overlord/overlord.py:1334,Failed to create clarification LLM: {e},src/muxi/formation/overlord/overlord.py,1334
ErrorEvents.SERVICE_UNAVAILABLE,WARNING,src/muxi/services/scheduler/manager.py:1305,LLM service not available for prompt comparison,src/muxi/services/scheduler/manager.py,1305
ErrorEvents.SERVICE_UNAVAILABLE,WARNING,src/muxi/services/scheduler/rewriter.py:178,"LLM unavailable for prompt rewriting, using original prompt",src/muxi/services/scheduler/rewriter.py,178
ErrorEvents.SERVICE_UNAVAILABLE,WARNING,src/muxi/services/scheduler/rewriter.py:266,"LLM unavailable for formation enhancement, returning original prompt",src/muxi/services/scheduler/rewriter.py,266
ErrorEvents.SOP_INITIALIZATION_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:953,Failed to initialize SOP system: {e},src/muxi/formation/overlord/overlord.py,953
ErrorEvents.THUMBNAIL_GENERATION_FAILED,ERROR,src/muxi/formation/artifacts/processor.py:124,PDF thumbnail generation failed: {e}. This likely means Poppler is not installed.,src/muxi/formation/artifacts/processor.py,124
ErrorEvents.TIMEOUT_ERROR,WARNING,src/muxi/formation/formation.py:2798,Agent deregistration timed out after {timeout} seconds,src/muxi/formation/formation.py,2798
ErrorEvents.TIMEOUT_ERROR,WARNING,src/muxi/formation/formation.py:2850,Operation timed out after {timeout} seconds,src/muxi/formation/formation.py,2850
ErrorEvents.TOOL_CALL_ERROR,ERROR,src/muxi/services/mcp/reconnect_handler.py:215,Failed to execute tool '{tool_name}' on server '{server_name}' after retries,src/muxi/services/mcp/reconnect_handler.py,215
ErrorEvents.TOOL_CALL_ERROR,WARNING,src/muxi/formation/agents/agent.py:1270,Failed to execute planned step: {str(e)},src/muxi/formation/agents/agent.py,1270
ErrorEvents.TOOL_PARSE_ERROR,WARNING,src/muxi/services/mcp/parser.py:216,Failed to parse JSON tool call block from LLM response,src/muxi/services/mcp/parser.py,216
ErrorEvents.TOOL_PARSE_ERROR,WARNING,src/muxi/services/mcp/parser.py:295,Failed to parse function-style tool call from LLM response,src/muxi/services/mcp/parser.py,295
ErrorEvents.TOOL_PARSE_ERROR,WARNING,src/muxi/services/mcp/parser.py:335,Failed to parse parameters for explicit tool call '{tool_name}',src/muxi/services/mcp/parser.py,335
ErrorEvents.TOOL_PARSE_ERROR,WARNING,src/muxi/services/mcp/parser.py:357,Failed to parse explicit tool call from LLM response,src/muxi/services/mcp/parser.py,357
ErrorEvents.UNEXPECTED_ERROR,WARNING,src/muxi/formation/formation.py:2805,Failed to deregister agents: {e},src/muxi/formation/formation.py,2805
ErrorEvents.UNEXPECTED_ERROR,WARNING,src/muxi/formation/formation.py:2857,Operation failed: {e},src/muxi/formation/formation.py,2857
ErrorEvents.VALIDATION_ERROR,ERROR,src/muxi/formation/agents/agent.py:1191,NO DESCRIPTION,src/muxi/formation/agents/agent.py,1191
ErrorEvents.VALIDATION_ERROR,ERROR,src/muxi/formation/workflow/decomposer.py:1174,Workflow missing plan preview - raising ValueError,src/muxi/formation/workflow/decomposer.py,1174
ErrorEvents.VALIDATION_ERROR,WARNING,src/muxi/services/llm/llm.py:275,File blocked due to dangerous extension (security policy),src/muxi/services/llm/llm.py,275
ErrorEvents.VALIDATION_ERROR,WARNING,src/muxi/services/scheduler/parser.py:993,Exclusion description validation failed: {e},src/muxi/services/scheduler/parser.py,993
ErrorEvents.VALIDATION_FAILED,ERROR,src/muxi/formation/background/time_estimator.py:97,Time estimation failed: {type(e).__name__} - {str(e)},src/muxi/formation/background/time_estimator.py,97
ErrorEvents.VALIDATION_FAILED,ERROR,src/muxi/formation/background/time_estimator.py:162,NO DESCRIPTION,src/muxi/formation/background/time_estimator.py,162
ErrorEvents.VALIDATION_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:9348,Invalid credential data structure for {service},src/muxi/formation/overlord/overlord.py,9348
ErrorEvents.VALIDATION_FAILED,ERROR,src/muxi/utils/run_formation.py:108,Formation configuration validation failed: {e},src/muxi/utils/run_formation.py,108
ErrorEvents.VALIDATION_FAILED,WARNING,src/muxi/formation/artifacts/extractor.py:160,Tool result for generate_file is not a dict: {type(file_info)},src/muxi/formation/artifacts/extractor.py,160
ErrorEvents.VALIDATION_FAILED,WARNING,src/muxi/utils/user_resolution.py:95,Corrupted cache entry for user identifier {identifier}: {str(e)},src/muxi/utils/user_resolution.py,95
ErrorEvents.VALIDATION_FAILED,WARNING,src/muxi/utils/user_resolution.py:312,Cannot associate identifiers to {user_public_id}: {len(conflicts)} conflict(s) detected,src/muxi/utils/user_resolution.py,312
ErrorEvents.WARNING,WARNING,src/muxi/formation/agents/knowledge/handler.py:1738,Cache cleanup failed,src/muxi/formation/agents/knowledge/handler.py,1738
ErrorEvents.WARNING,WARNING,src/muxi/formation/documents/storage/metadata_store.py:440,Failed to persist metadata cache,src/muxi/formation/documents/storage/metadata_store.py,440
ErrorEvents.WARNING,WARNING,src/muxi/formation/documents/storage/reference_system.py:467,Failed to persist reference cache,src/muxi/formation/documents/storage/reference_system.py,467
ErrorEvents.WARNING,WARNING,src/muxi/formation/workflow/sops.py:268,Failed to load SOP embeddings cache - will regenerate,src/muxi/formation/workflow/sops.py,268
ErrorEvents.WARNING,WARNING,src/muxi/formation/workflow/sops.py:307,Failed to migrate old pickle cache - will regenerate,src/muxi/formation/workflow/sops.py,307
ErrorEvents.WARNING,WARNING,src/muxi/formation/workflow/sops.py:388,Failed to save SOP embeddings cache,src/muxi/formation/workflow/sops.py,388
ErrorEvents.WARNING,WARNING,src/muxi/formation/workflow/sops.py:835,Failed to check file size for {file_path.name},src/muxi/formation/workflow/sops.py,835
ErrorEvents.WARNING,WARNING,src/muxi/formation/workflow/sops.py:851,Failed to read text file {file_path.name},src/muxi/formation/workflow/sops.py,851
ErrorEvents.WARNING,WARNING,src/muxi/formation/workflow/sops.py:883,Failed to extract content from {file_path.name},src/muxi/formation/workflow/sops.py,883
ErrorEvents.WARNING,WARNING,src/muxi/services/a2a/auth/outbound.py:330,A2A credential not found in secrets,src/muxi/services/a2a/auth/outbound.py,330
ErrorEvents.WARNING,WARNING,src/muxi/services/a2a/auth/outbound.py:373,Failed to load Basic auth credential,src/muxi/services/a2a/auth/outbound.py,373
ErrorEvents.WARNING,WARNING,src/muxi/services/a2a/auth/outbound.py:485,Failed to process A2A service configuration,src/muxi/services/a2a/auth/outbound.py,485
ErrorEvents.WARNING,WARNING,src/muxi/services/a2a/cache_manager.py:70,Failed to save A2A cache metadata ({len(self.metadata)} entries): {str(e)},src/muxi/services/a2a/cache_manager.py,70
ErrorEvents.WARNING,WARNING,src/muxi/services/a2a/cache_manager.py:166,"Failed to load cached card for agent '{agent_id}', removed invalid cache: {str(e)}",src/muxi/services/a2a/cache_manager.py,166
ErrorEvents.WARNING,WARNING,src/muxi/services/a2a/cache_manager.py:209,Failed to cache agent card for '{agent_id}': {str(e)},src/muxi/services/a2a/cache_manager.py,209
ErrorEvents.WARNING,WARNING,src/muxi/services/a2a/cache_manager.py:267,Failed to clear all A2A cache ({files_removed} files removed before error): {str(e)},src/muxi/services/a2a/cache_manager.py,267
ErrorEvents.WARNING,WARNING,src/muxi/services/a2a/cache_manager.py:328,Failed during A2A cache cleanup ({removed_count} files removed before error): {str(e)},src/muxi/services/a2a/cache_manager.py,328
ErrorEvents.WARNING,WARNING,src/muxi/services/a2a/cache_manager.py:370,Failed to cache filtered agents list: {str(e)},src/muxi/services/a2a/cache_manager.py,370
ErrorEvents.WARNING,WARNING,src/muxi/services/a2a/discovery.py:686,A2A health check loop error,src/muxi/services/a2a/discovery.py,686
ErrorEvents.WARNING,WARNING,src/muxi/services/a2a/discovery.py:746,A2A cleanup loop error,src/muxi/services/a2a/discovery.py,746
ErrorEvents.WARNING,WARNING,src/muxi/services/a2a/discovery.py:811,Failed to load agent from registry: {str(e)},src/muxi/services/a2a/discovery.py,811
ErrorEvents.WARNING,WARNING,src/muxi/services/mcp/transports/factory.py:203,SSE connection test failed,src/muxi/services/mcp/transports/factory.py,203
ErrorEvents.WARNING,WARNING,src/muxi/services/scheduler/parser.py:791,"LLM unavailable, using pattern fallback for schedule parsing",src/muxi/services/scheduler/parser.py,791
ErrorEvents.WARNING,WARNING,src/muxi/services/scheduler/parser.py:1256,Using ultimate fallback schedule (daily at 9 AM),src/muxi/services/scheduler/parser.py,1256
ErrorEvents.WARNING,WARNING,src/muxi/services/scheduler/parser.py:1316,Using generic exclusion rule for unrecognized description,src/muxi/services/scheduler/parser.py,1316
ErrorEvents.WARNING,WARNING,src/muxi/services/scheduler/service.py:281,Scheduler worker error: {e},src/muxi/services/scheduler/service.py,281
ErrorEvents.WARNING,WARNING,src/muxi/services/scheduler/service.py:514,Failed to evaluate exclusion rule for job {job['id']}: {e},src/muxi/services/scheduler/service.py,514
ErrorEvents.WARNING,WARNING,src/muxi/services/scheduler/service.py:571,Failed to evaluate complex date pattern: {e},src/muxi/services/scheduler/service.py,571
ErrorEvents.WARNING,WARNING,src/muxi/utils/error_classifier.py:44,Error classified: {type(exception).__name__},src/muxi/utils/error_classifier.py,44
ErrorEvents.WORKFLOW_ANALYSIS_FAILED,WARNING,src/muxi/formation/workflow/analyzer.py:323,"LLM-based request analysis failed, falling back to heuristic analysis",src/muxi/formation/workflow/analyzer.py,323
ErrorEvents.WORKFLOW_DECOMPOSITION_FAILED,WARNING,src/muxi/formation/workflow/decomposer.py:297,"LLM-based workflow decomposition failed, falling back to heuristic decomposition",src/muxi/formation/workflow/decomposer.py,297
ErrorEvents.WORKFLOW_EXECUTION_FAILED,ERROR,src/muxi/formation/workflow/executor.py:267,Workflow {workflow.id} failed: {str(e)},src/muxi/formation/workflow/executor.py,267
ErrorEvents.WORKFLOW_EXECUTION_FAILED,ERROR,src/muxi/formation/workflow/executor.py:382,Workflow {workflow.id} failed during streaming: {str(e)},src/muxi/formation/workflow/executor.py,382
ErrorEvents.WORKFLOW_EXECUTION_FAILED,ERROR,src/muxi/formation/workflow/executor.py:854,Task '{task.name}' execution failed,src/muxi/formation/workflow/executor.py,854
ErrorEvents.WORKFLOW_EXECUTION_FAILED,ERROR,src/muxi/formation/workflow/executor.py:1296,Failed to execute task '{task.name}' with agent '{agent.agent_id}',src/muxi/formation/workflow/executor.py,1296
ServerEvents.API_KEYS_LOADED,INFO,src/muxi/formation/server/server.py:216,API keys loaded from formation configuration,src/muxi/formation/server/server.py,216
ServerEvents.OVERLORD_STARTING,INFO,src/muxi/formation/formation.py:3187,Auto-starting overlord for Formation API server,src/muxi/formation/formation.py,3187
ServerEvents.REQUEST_COMPLETED,INFO,src/muxi/formation/server/middleware.py:169,API request completed: {response.status_code},src/muxi/formation/server/middleware.py,169
ServerEvents.REQUEST_RECEIVED,INFO,src/muxi/formation/overlord/overlord.py:6389,"Request analyzer returned: scheduling={getattr(analysis, 'is_scheduling_request', 'N/A')}",src/muxi/formation/overlord/overlord.py,6389
ServerEvents.REQUEST_RECEIVED,INFO,src/muxi/formation/overlord/overlord.py:6541,"Checking scheduler routing - analysis: {analysis is not None}, scheduler: {self.scheduler_service is not None}",src/muxi/formation/overlord/overlord.py,6541
ServerEvents.REQUEST_RECEIVED,INFO,src/muxi/formation/overlord/overlord.py:6562,Routing to scheduler service for scheduling request,src/muxi/formation/overlord/overlord.py,6562
ServerEvents.REQUEST_RECEIVED,INFO,src/muxi/formation/server/middleware.py:141,API request received: {request.method} {request.url.path},src/muxi/formation/server/middleware.py,141
ServerEvents.SERVER_INITIALIZING,INFO,src/muxi/formation/server/server.py:130,Initializing Formation server on {self.host}:{self.port},src/muxi/formation/server/server.py,130
ServerEvents.SERVER_RESTARTING,INFO,src/muxi/formation/formation.py:3141,Replacing existing stopped server instance,src/muxi/formation/formation.py,3141
ServerEvents.SERVER_STARTED,INFO,src/muxi/formation/server/server.py:154,Formation server started successfully,src/muxi/formation/server/server.py,154
ServerEvents.SERVER_STARTED,INFO,src/muxi/formation/server/server.py:166,Formation API server started on http://{self.host}:{self.port},src/muxi/formation/server/server.py,166
ServerEvents.SERVER_STARTED,INFO,src/muxi/utils/run_formation.py:69,Starting formation server...,src/muxi/utils/run_formation.py,69
ServerEvents.SERVER_STARTING,INFO,src/muxi/formation/formation.py:3172,Starting Formation API server on {actual_host}:{actual_port},src/muxi/formation/formation.py,3172
SystemEvents.A2A_AGENT_DEREGISTERED,INFO,src/muxi/formation/formation.py:2779,Starting agent deregistration from external registry,src/muxi/formation/formation.py,2779
SystemEvents.A2A_AGENT_DEREGISTERED,INFO,src/muxi/formation/overlord/a2a_coordinator.py:499,Deregistered A2A agent '{agent_id}' from external registry,src/muxi/formation/overlord/a2a_coordinator.py,499
SystemEvents.A2A_AGENT_REGISTERED,DEBUG,src/muxi/services/a2a/client.py:418,Registered internal handler for agent {agent_id},src/muxi/services/a2a/client.py,418
SystemEvents.A2A_AGENT_REGISTERED,INFO,src/muxi/formation/overlord/a2a_coordinator.py:460,Registered A2A agent '{agent_id}' with external registry,src/muxi/formation/overlord/a2a_coordinator.py,460
SystemEvents.A2A_AGENT_REGISTERED,INFO,src/muxi/services/a2a/discovery.py:223,A2A agent registered successfully,src/muxi/services/a2a/discovery.py,223
SystemEvents.A2A_AGENT_REGISTERED,INFO,src/muxi/services/a2a/registry_client.py:626,Starting agent registration for {agent_card.name} (SDK),src/muxi/services/a2a/registry_client.py,626
SystemEvents.A2A_AGENT_REGISTERED,INFO,src/muxi/services/a2a/registry_client.py:779,Registering agent {agent_card.name} with all {len(self.registries)} registries (SDK),src/muxi/services/a2a/registry_client.py,779
SystemEvents.A2A_AGENT_REGISTERED,INFO,src/muxi/services/a2a/registry_client.py:879,Starting deregistration for agent (SDK): {agent_url},src/muxi/services/a2a/registry_client.py,879
SystemEvents.A2A_AGENT_REGISTRATIONS_COMPLETED,INFO,src/muxi/formation/overlord/a2a_coordinator.py:376,Completed bulk A2A agent registrations for {len(registration_tasks)} agents,src/muxi/formation/overlord/a2a_coordinator.py,376
SystemEvents.A2A_AGENT_REGISTRATION_FAILED,ERROR,src/muxi/formation/overlord/a2a_coordinator.py:384,Failed to register agents with external registry,src/muxi/formation/overlord/a2a_coordinator.py,384
SystemEvents.A2A_AGENT_REGISTRATION_FAILED,WARNING,src/muxi/formation/overlord/a2a_coordinator.py:468,Failed to register agent '{agent_id}' with external registry,src/muxi/formation/overlord/a2a_coordinator.py,468
SystemEvents.A2A_AUTH_INITIALIZED,INFO,src/muxi/services/a2a/auth/inbound.py:70,A2A inbound authenticator initialized with mode: {self.auth_mode},src/muxi/services/a2a/auth/inbound.py,70
SystemEvents.A2A_AUTH_INITIALIZED,INFO,src/muxi/services/a2a/auth/outbound.py:132,A2A authentication manager initialized,src/muxi/services/a2a/auth/outbound.py,132
SystemEvents.A2A_AUTH_VALIDATED,DEBUG,src/muxi/services/a2a/auth/inbound.py:551,A2A authentication bypassed (mode: none),src/muxi/services/a2a/auth/inbound.py,551
SystemEvents.A2A_AUTH_VALIDATED,DEBUG,src/muxi/services/a2a/auth/outbound.py:49,Validating A2A authentication credentials,src/muxi/services/a2a/auth/outbound.py,49
SystemEvents.A2A_AUTH_VALIDATED,DEBUG,src/muxi/services/a2a/auth/outbound.py:610,A2A SDK authentication applied successfully,src/muxi/services/a2a/auth/outbound.py,610
SystemEvents.A2A_AUTH_VALIDATED,DEBUG,src/muxi/services/a2a/auth/outbound.py:654,A2A authentication not required,src/muxi/services/a2a/auth/outbound.py,654
SystemEvents.A2A_AUTH_VALIDATED,DEBUG,src/muxi/services/a2a/auth/outbound.py:719,A2A API key authentication applied successfully,src/muxi/services/a2a/auth/outbound.py,719
SystemEvents.A2A_AUTH_VALIDATED,DEBUG,src/muxi/services/a2a/auth/outbound.py:730,A2A bearer token authentication applied successfully,src/muxi/services/a2a/auth/outbound.py,730
SystemEvents.A2A_AUTH_VALIDATED,DEBUG,src/muxi/services/a2a/auth/outbound.py:744,A2A basic authentication applied successfully,src/muxi/services/a2a/auth/outbound.py,744
SystemEvents.A2A_AUTH_VALIDATED,INFO,src/muxi/services/a2a/auth/inbound.py:596,A2A inbound authentication {'successful' if authenticated else 'failed'},src/muxi/services/a2a/auth/inbound.py,596
SystemEvents.A2A_AUTH_VALIDATED,INFO,src/muxi/services/a2a/auth/inbound.py:631,API key authentication successful for client {client_id},src/muxi/services/a2a/auth/inbound.py,631
